$MOCA Stakers Top List
Generated on: 2025-07-14 23:29:52
Contract Address: 0x9a98E6B60784634AE273F2FB84519C7F1885AeD2
Token Name: $MOCA
Total Staked: 295,922,713.01 $MOCA
Contract Paused: False
Total Stakers: 2616

Rank | Wallet Address | Staked Balance ($MOCA)
1132 | 0x4C0e77ccfC74290464c89b13C9F61a42EafDae20 | 14,318.53 $MOCA
1133 | 0xFc9bfFAC7ADD4834C48Bee01f0E3C64C9dB4b5C6 | 14,316.28 $MOCA
1134 | 0xEa46A80d8287ea2f2B8cD70f6d41c9983E737cEC | 14,300.00 $MOCA
1135 | 0xac77ddb646Ce90C9feA873e7679b020d59389b3e | 14,294.58 $MOCA
1136 | 0x990b5D83E87434957837A91A5A6D8e8Ef82D2F95 | 14,283.81 $MOCA
1137 | 0xFDBd7E83aCeEe7E19EbcE613859F4529FEFCb77D | 14,266.16 $MOCA
1138 | 0x4138F20A1d5d6FCdB25fB54A2738040f61bd9FEc | 14,253.93 $MOCA
1139 | 0x2F42473F878a7ffbE6b0fc3DFB15860bc6fbD08E | 14,213.73 $MOCA
1140 | 0x6AB4bdA07544b7208c1a3BcB932F15e59844815E | 14,119.05 $MOCA
1141 | 0xB0Be813AB2C9B75049431cf764CEaD97Faaf5368 | 13,940.27 $MOCA
1142 | 0x126F421aE26EacD7a672d908D24Ce3528D002114 | 13,929.83 $MOCA
1143 | 0x407f9e8c06371b9F2b2fAA4F98c233253d817308 | 13,926.39 $MOCA
1144 | 0x39A92f2E1692ac4DBaF74614744837c2Bf1DAa17 | 13,692.79 $MOCA
1145 | 0xfd2697FE4c84c853275eC35E65a689e3e916aaa4 | 13,604.49 $MOCA
1146 | 0x11c34F414018a113b8C77eb0078D2bf446733463 | 13,550.28 $MOCA
1147 | 0x05A2B467a67EDe57cca72f35BA27320E663502bE | 13,550.28 $MOCA
1148 | 0x1b54B8Aa952E52Cf2158C1194c9682fB90f4e981 | 13,536.81 $MOCA
1149 | 0x3E2FfA02f30561102f8CDccAA1eFd9b0318D05E5 | 13,506.00 $MOCA
1150 | 0x54003ED45a6F9Bb6fA14413F95194Daba5357a06 | 13,477.28 $MOCA
1151 | 0xDa76b1bC172A0eeF56669a290121C134E03D0e85 | 13,403.15 $MOCA
1152 | 0x773A01AFe1D966b8c5e2DcBe68B5BA59f084c452 | 13,340.78 $MOCA
1153 | 0x041cbeC0300117B2c805E2Be7dA88057e912EAb0 | 13,338.48 $MOCA
1154 | 0x0b191839EFB7564F2F6f5532Edc51A26C31fb32e | 13,337.93 $MOCA
1155 | 0x270864586801F4Bdf2022A9C85071Ec9e7e08dd2 | 13,207.17 $MOCA
1156 | 0xB4BCF44209F54D417d2DadcaBB0cF65fE6Db5F1B | 13,201.04 $MOCA
1157 | 0xc61586EB423298414365E72219b9f91B11b06071 | 13,198.63 $MOCA
1158 | 0xE615f17bed55eAc5fcee7C799155E6D4D2c5112A | 13,080.67 $MOCA
1159 | 0xC90719eDe8BBFBc57909091cD060a51126EFBfE7 | 13,035.82 $MOCA
1160 | 0xAf7992113747dDC7B09A4adDe3b3bE03b0025a60 | 13,011.10 $MOCA
1161 | 0xbD7430dAB61A8d25780ad6169ba2269b97D304Ee | 13,000.00 $MOCA
1162 | 0x4d0F48C07D44826B3C777a019E0c31Ae755a2610 | 13,000.00 $MOCA
1163 | 0xd98E0e55c31Aec33Dca7065Ba2fbE7cbcDf94829 | 12,977.76 $MOCA
1164 | 0x40042efc0A76206154e02428e9803ba124e1666C | 12,899.58 $MOCA
1165 | 0x85855b5c90f70BD793eB7169C1BdD9BC47fE462B | 12,834.59 $MOCA
1166 | 0x49C1b2b92A7B8419B49393ABc07A271B12279a85 | 12,810.63 $MOCA
1167 | 0xb407F29d00e0B824BCC28bD2dceCc7dF0664532C | 12,802.73 $MOCA
1168 | 0x394D8eAe20Bb0E58b60Af620aE0b7Df8863588A1 | 12,690.61 $MOCA
1169 | 0xf61467b750F98B40884E23dc051bb297dbC772b5 | 12,687.18 $MOCA
1170 | 0x6B52253F206565e50693FD332B024a2D5e3742Bc | 12,685.91 $MOCA
1171 | 0xC5FfFb77eAbcf134D970e343bFd6D27d00f983eC | 12,662.69 $MOCA
1172 | 0xBdC4d0FE81a7bf6f569A898267f8C7Fc30bd2121 | 12,636.11 $MOCA
1173 | 0x04823974c8092A57CD5CF645Ef4Cc9fe29f40592 | 12,624.77 $MOCA
1174 | 0x6a0e33176a4d3d9377429B77Be5C76C9a9e2f61c | 12,616.53 $MOCA
1175 | 0xD0acd60c6bFe3674C85043A91f64483E46CB16E5 | 12,608.52 $MOCA
1176 | 0x1601C57747d31e6c332741A3683561BC14C93f38 | 12,605.79 $MOCA
1177 | 0x1984Ebd87079bc93e1c23D39200F49126b0c692B | 12,600.00 $MOCA
1178 | 0xf03624b71B02FcbF9B4a6e50c173738b1a3FE8D9 | 12,596.83 $MOCA
1179 | 0x9d36eE50503D0928d213926C1ECbab626A36e4Af | 12,574.08 $MOCA
1180 | 0xd98252461763d803d8b57615d9219e295336E23a | 12,569.18 $MOCA
1181 | 0x3fF0a0fD2D3CDd65Aa9D9c8067B6Da1ba5bF211A | 12,566.78 $MOCA
1182 | 0x72A5D033A7081422927225c205EE3BC2bd5F50f8 | 12,562.81 $MOCA
1183 | 0x3DC7634072998c6dF8AB0A38b1Ca0807b57c4EFd | 12,507.00 $MOCA
1184 | 0x12220B7fb69D9AA3CC543Ce1957c500FB34056b8 | 12,500.00 $MOCA
1185 | 0xe0B981f58e844b16CC001f112E64744615fa1afB | 12,480.23 $MOCA
1186 | 0x99D49270263b95852B3f5e77372BBc4E24AbB70f | 12,473.69 $MOCA
1187 | 0xAa42ff3ea21DAE637Cf44f7f307A5739C01372f0 | 12,471.23 $MOCA
1188 | 0x78c73D193600218e15Ae4aBf66B21482455244F9 | 12,369.84 $MOCA
1189 | 0x971CDd31accFCff7f1Dcdef7B6c813279E364378 | 12,320.34 $MOCA
1190 | 0x6d02278Ce6bbC85991DCabb4d2EF4a00804371E6 | 12,317.22 $MOCA
1191 | 0x52Cd26fA45752e4305009C4273E3B860d741F0a3 | 12,290.68 $MOCA
1192 | 0x2cb7950F7004DAA70a6d2dd1Ee7875aAC26E99aE | 12,288.39 $MOCA
1193 | 0xFeaF7b1445Cd4ccCC8E4449AC80dD6b8ADE9ff02 | 12,288.30 $MOCA
1194 | 0x10b795f8cC579f5f404866819cc41DBe6b87Dd53 | 12,288.14 $MOCA
1195 | 0xB01e1794F010bb89E22f2a19c6EaFB77eBe4c6d8 | 12,251.49 $MOCA
1196 | 0xDCb577B7756FCD34D08429a970037c703e57fF8b | 12,229.55 $MOCA
1197 | 0xecCE328b6158E5351744fB511c85dF8bE206Af33 | 12,210.52 $MOCA
1198 | 0x8D44179A9Bd36dbcE774D2c5Bf4190447172F9fa | 12,205.80 $MOCA
1199 | 0x4107A28d6e59C2AE85D9Fe12E6C94d37C2328C2E | 12,154.73 $MOCA
1200 | 0xa7096d3dfAc044ecC355ACcB12B3d1123139192e | 12,152.81 $MOCA
1201 | 0xFFd4eDe831d6333abcBc18448753560C3c720c1c | 12,070.26 $MOCA
1202 | 0xC99d1D0b8A5362B93429Cdd3cC230952aE2bA8b2 | 12,060.72 $MOCA
1203 | 0x2014A1dF0C5eb6dC0624498fD7E8A45D6e2C6bA5 | 12,055.58 $MOCA
1204 | 0x4D42F37104B8eAb511b772C61CD900Ea6CAA6070 | 12,041.43 $MOCA
1205 | 0x9d18b0Cf483C088149F761C4eFcffa532693DC4E | 12,019.56 $MOCA
1206 | 0xbC0A6e3403d4574de687EC16c57A75A6Cf885063 | 11,991.19 $MOCA
1207 | 0xf64d7bd92A069Fa79E8Ea91F0c398188CCc84747 | 11,918.31 $MOCA
1208 | 0x16AD30b0486EeBB58eCD0A6B8208200b6f041155 | 11,895.05 $MOCA
1209 | 0xEF631db78105c7B4DfaE985B903DE5f1bA358462 | 11,884.05 $MOCA
1210 | 0x9004e82C141bcb5c1d090BbAc5d97D37A456FeE7 | 11,811.36 $MOCA
1211 | 0x5b057c9CEc0EeC4e4f860875329400CB1F291C4D | 11,801.23 $MOCA
1212 | 0xd162490dF37Dc122DdAcb11da790665c371C4C09 | 11,800.66 $MOCA
1213 | 0x07d03C86F435f9256761D83ac95739CC32833e8f | 11,744.73 $MOCA
1214 | 0x83D04F04C685982e176Cf2ad5CE7F931C4461497 | 11,654.94 $MOCA
1215 | 0x838587FbC0b10aEc692E5b6a1efCB46B88549df2 | 11,622.25 $MOCA
1216 | 0xDE399fa59cd598Dbe630bf70becfF455C926FF8a | 11,577.41 $MOCA
1217 | 0x42aCaca6D514D7b3F8Ad6f4F8BA26cB010E1A984 | 11,529.60 $MOCA
1218 | 0x798111Bb6aC7cA09d20Dd108BF8aBAd37c6683a5 | 11,452.29 $MOCA
1219 | 0xB5e8669118679dc8B109Be5c1a9Ff94897fAd77b | 11,443.30 $MOCA
1220 | 0x520CA088966E4EB095FBb60Ee76570f6014DB103 | 11,416.58 $MOCA
1221 | 0xf2a5FCddB8a91f9DF618C06De41BD5D3FE179E51 | 11,405.18 $MOCA
1222 | 0x4f04a9d148E4b903BA70e22b54E9C07E89B41D93 | 11,379.03 $MOCA
1223 | 0xF912679dBB8B03f2179E84bA5f62eEe6095D3cCd | 11,357.88 $MOCA
1224 | 0x03025B2e8ACF9322230c7A154Cc9B192Bd245100 | 11,276.08 $MOCA
1225 | 0x1Ea372B1e81158FFe732716582E022E7498de5f4 | 11,207.26 $MOCA
1226 | 0x8BFfF78EdbFa534FE52Dd87d945DAC9A671957Ae | 11,137.72 $MOCA
1227 | 0xDfA30915f7941Fff321eB8B381acd0454A7C46B3 | 11,119.91 $MOCA
1228 | 0x0249bEa8BD7820ce8C8F122Dc48ca1a2aDDa1ca6 | 11,100.76 $MOCA
1229 | 0x7d4961E28b8e07878b9459943C4Efd8077b22761 | 11,072.03 $MOCA
1230 | 0x19575FF0e072c4866aEd814FCb9c4eE9A483B708 | 11,049.54 $MOCA
1231 | 0x61Dba03045eE793497048465720B664Eb1ed96C6 | 11,020.28 $MOCA
1232 | 0xc852AB4AC266043127c93FB02E3b6DBFbCD79303 | 10,961.62 $MOCA
1233 | 0x86117de67B34D816Fa3437cd8A7Ec6b1f95e78F6 | 10,960.50 $MOCA
1234 | 0x223432FAcfe3a091db5B1E25016295Eebf9bFdF0 | 10,942.00 $MOCA
1235 | 0x5ff8389Fea913F17D7e41AaD9b7711b05f8fAd0D | 10,934.15 $MOCA
1236 | 0xe149024370b4aAB25E9E5ecb655b602a283C585f | 10,921.42 $MOCA
1237 | 0x5647A3481e35dea570A1e9A37c2289bCf69C62C9 | 10,832.88 $MOCA
1238 | 0xB1bCA12Cc6E4F8C29a3768C742e5af68dDCF46c1 | 10,795.33 $MOCA
1239 | 0x8f59dB520ddC28DA1399522018651DF74EbB7901 | 10,787.86 $MOCA
1240 | 0x3332026b4a2d60b40ecb83FD82bd84406BbC220e | 10,775.77 $MOCA
1241 | 0x6E0b60506b99cCF7b601351e937E89335390DAA4 | 10,763.69 $MOCA
1242 | 0x275010BFcED581894058907BC4762Ab4f7182c04 | 10,753.51 $MOCA
1243 | 0xe7a3223d0901E3D979611B3666a92b58659218a4 | 10,751.29 $MOCA
1244 | 0x72cC83058B980bbD1BD22fAd4fBd5d6DB3B9A065 | 10,748.76 $MOCA
1245 | 0x13915E7872B1cCF93feD043d02172cFBb0317929 | 10,686.38 $MOCA
1246 | 0x9670A65Ee6BE532e4a26a92861f28E3d0F5EA681 | 10,666.80 $MOCA
1247 | 0xE92C50a49fE35158386A2215Aa14c68De3EB3e44 | 10,641.22 $MOCA
1248 | 0x111c26A02ca4050684D4083d72E2A7C1dCbA853f | 10,580.71 $MOCA
1249 | 0xA221F47B019F4B35be7Eb6250c2edC6727390330 | 10,555.73 $MOCA
1250 | 0xE8174480C835E7a141507F55d5f13207a067286c | 10,531.81 $MOCA
1251 | 0xd905a231D3dE07138B0ea56e4B474B490C08cA30 | 10,513.93 $MOCA
1252 | 0xcB70beeb8555FA652654FC60BA4B8944D95497Fb | 10,509.16 $MOCA
1253 | 0xa036F8Fb86426FfD6Cc0F62CF99cE4BE2acBbD46 | 10,509.16 $MOCA
1254 | 0xCBC26957da0A10918127233012ba15CC6191cD16 | 10,502.28 $MOCA
1255 | 0x34fc639E884A28538Cd3FC1a603cE8Fbd7183B07 | 10,497.88 $MOCA
1256 | 0x5fb455DBC4D0FE342924DD091d752B79e02eEbE3 | 10,484.00 $MOCA
1257 | 0x5B42F31Aace11de4326B2dE48f492291B5C1A53D | 10,472.69 $MOCA
1258 | 0x1B6850dF182b4059dfA42EAeE86f696E3b092eA2 | 10,358.01 $MOCA
1259 | 0x658b5e30683097afc9bcA77C769ac028B714fbdf | 10,326.87 $MOCA
1260 | 0xB3D8bfEe35c6272095DB789B6eaA45ac2fb571B1 | 10,326.78 $MOCA
1261 | 0x79987e621eE8BFc504E73411Ff4D272702A1Ff27 | 10,300.28 $MOCA
1262 | 0x153B19376a9ECdB8745705700ADEB204E3E88db4 | 10,285.64 $MOCA
1263 | 0x45819Ced381B165479b046921c56b4e1A83B1B16 | 10,259.41 $MOCA
1264 | 0x09D57F361f794D150C04443A7B6e369120DC2bea | 10,252.82 $MOCA
1265 | 0xeFdA56951BBAb22E55E22fA3E61d5bEe946a76ca | 10,245.29 $MOCA
1266 | 0x3408E060d3e136a8bF6220cb99FE6F0f145fB36d | 10,201.65 $MOCA
1267 | 0x152903C84a880F3067AC023C3AC7D681c7B741aA | 10,187.29 $MOCA
1268 | 0x4293485e0Ddb6A6EF5B6EF7a30a952335BE97703 | 10,180.49 $MOCA
1269 | 0xCbb368D111dA3157003a095959a5358D70f7b3Bf | 10,160.28 $MOCA
1270 | 0xF6dC463f26715B5959c63d5B4f6d171E2fBCC11F | 10,150.54 $MOCA
1271 | 0x626C944FB51F7a7A79132bc93984a86FaD77Fc64 | 10,141.24 $MOCA
1272 | 0x5B9828975e88C40Fbb601B53107D96985BBD2701 | 10,133.62 $MOCA
1273 | 0xf113F200E03b002253285cfED378B6b471dA9Ca3 | 10,121.66 $MOCA
1274 | 0x460241905C44B9Cb11F8aBf4837AC5fE6fB7B076 | 10,087.42 $MOCA
1275 | 0x04Ed223B069aCd534604322b580727aFca6709A0 | 10,076.67 $MOCA
1276 | 0xA3D02E8c3C6Fe7F277f408340d57b848bFb92Ca3 | 10,072.84 $MOCA
1277 | 0x7c9cBD26F6216AE871974f2B8BE9a46b9457ed77 | 10,055.53 $MOCA
1278 | 0x37e189B454e70611042ac5c51179FE7d795d5238 | 10,054.19 $MOCA
1279 | 0x269d3c4445f3747E0AEb0A8A2311f1160F69cAb6 | 10,046.69 $MOCA
1280 | 0x435Fd7175BA6D5eBcf27B3f1229f8b3B95e74372 | 10,030.53 $MOCA
1281 | 0x006F5Fd0339ed11311500A31839559a063147472 | 10,028.44 $MOCA
1282 | 0x9d6459a7b689bb648E9A582dfaa433264b5912Dc | 10,011.73 $MOCA
1283 | 0x07D8692FeB5198DBF66698911b8AB8b39C7E1769 | 10,010.86 $MOCA
1284 | 0x84FA5c60B0c5cF76a1d48d893DfB0D77274bFc58 | 10,010.00 $MOCA
1285 | 0xa2aB0763Ab393FfD82fCb77942cC9aC2bA36C492 | 10,007.46 $MOCA
1286 | 0x1B1a706e932065a81FA152fd9131e798609Dde1d | 10,004.88 $MOCA
1287 | 0x53bc54dfa43d1091067c0799cc2a181eC79f3D19 | 10,002.61 $MOCA
1288 | 0xDBF3F7dA56C336E2595A84B04c4e8A3145224075 | 10,000.77 $MOCA
1289 | 0x6bC2A8f837fFA631FB7F969B7c70F7C7E46b24d3 | 10,000.45 $MOCA
1290 | 0xFA04e6AA48cc3888d40A3152fF479C76d2b7c7EC | 10,000.18 $MOCA
1291 | 0xF6D4e1dcf36E38C09C48e2177b3d2A9cbb0FCEDd | 10,000.00 $MOCA
1292 | 0x61A06C3D45a9e5A087B83a0211c01ed2D6f0F43F | 10,000.00 $MOCA
1293 | 0xf51c7e2C8f72DCdF40c6272729996976AEFaFAEB | 10,000.00 $MOCA
1294 | 0x12881512179b563DA943D58505734F45E55CACBd | 10,000.00 $MOCA
1295 | 0x25F21B33DD369D3495A6dAFf6D7dcB01aCdA6A23 | 10,000.00 $MOCA
1296 | 0x9D450B88Db1973280Db421bcF21208c656328006 | 10,000.00 $MOCA
1297 | 0x113204BE8150654057Fc08Da084915fFF513FaB3 | 9,970.17 $MOCA
1298 | 0x7a83a187217e4D95f9E8f3FD75c88e56F9Bd12a7 | 9,910.00 $MOCA
1299 | 0xdbD500AC59A38f7fCA3471f40473Db9994229Ba9 | 9,869.88 $MOCA
1300 | 0x764Ec0DF739Ca80d0DBB8FD572E085Bf1Deb49DA | 9,812.95 $MOCA
1301 | 0xF5BB6713D0fE78e7b26D35F4F1fF0824ECb42DBc | 9,800.00 $MOCA
1302 | 0xcF8dd7aB0070aEe5374062A51e72E21feb990c2C | 9,800.00 $MOCA
1303 | 0x565F1B37De350208b3D23369d833Ed487Ec18375 | 9,761.58 $MOCA
1304 | 0x466Ee3FFADd0D80c6762394d6249edD5c3408F51 | 9,758.52 $MOCA
1305 | 0x9606CC193ca431C7c9E05A8Fb8753312512DF9AC | 9,731.26 $MOCA
1306 | 0xa91021B7e9a9BDf8E01245bA5A920705F86f7659 | 9,720.41 $MOCA
1307 | 0xD84e589Aa75434Fc7F342994B808D7A53C052C4A | 9,714.25 $MOCA
1308 | 0xf9F7203d3629BC53Bb56639eF8576913eDDD9F8C | 9,697.22 $MOCA
1309 | 0xbEDb6b9DD805bb25d10B0b1CFF6a07b16874d19E | 9,691.94 $MOCA
1310 | 0x8Ae34F2bf62597bB765907F6503356FAADbE6eFd | 9,661.58 $MOCA
1311 | 0xaE662b081d00dF31eBFAb162F0954e1973EB9AdF | 9,661.58 $MOCA
1312 | 0x1Fc9fF5eB4978405985FDD39ECb24a4075410115 | 9,661.58 $MOCA
1313 | 0xE8Cf8f6A58AC1B530D0bE1d0c1077ca4EEa0CD02 | 9,661.58 $MOCA
1314 | 0xcde917d80234fA617B2c32c65aC4b10cd210cc85 | 9,661.58 $MOCA
1315 | 0x72E9F8FfB2061DcBB3a25C05d01968B77BacfdEa | 9,661.58 $MOCA
1316 | 0x8f3cef0C996A6E13C33cf26e1C447fAa7ACdF8Dd | 9,661.58 $MOCA
1317 | 0x14653Fc0Ea135BBd5608DbE6C4018585f63D622C | 9,661.58 $MOCA
1318 | 0xB173430EFd9B1ae0a13Dee3fF4f0F2680e6E20E0 | 9,661.58 $MOCA
1319 | 0xe7925d37D27F127a7C6dE4a7d2E74782Af6DfF3A | 9,661.58 $MOCA
1320 | 0x25fB7019056Cf863a04d29E0c0f55cdc0e66737D | 9,661.58 $MOCA
1321 | 0xDC2687b3B162b77B5e81cA27dbE37EF7764A904C | 9,661.58 $MOCA
1322 | 0x0C55deE87733472b7faE558612C59d171Acee726 | 9,661.58 $MOCA
1323 | 0xf60847Eff9C4Ff80fAb96293e0cc5ecC1f909837 | 9,661.58 $MOCA
1324 | 0x16Dcc72c172E00683bC86Ea154de43dB876A2776 | 9,661.28 $MOCA
1325 | 0xe957794E0c3F6e4bE6bD6b0Ff159a9f82E933347 | 9,660.58 $MOCA
1326 | 0x28B67Da571347235423ccD414a0AA464CBFB0EfB | 9,660.28 $MOCA
1327 | 0xe7D36432f0D9CACef33fb393a3Dee7bA24B31211 | 9,659.55 $MOCA
1328 | 0x6a64294f7d0da40898f6b45C97359eE1D8B7AB1C | 9,652.42 $MOCA
1329 | 0xCB81815cC4480caEa69e69D194Fa8c4EaA3459eA | 9,652.10 $MOCA
1330 | 0x87FC70B6fBD29D5B82dFAd6119284506B50e7c2b | 9,650.58 $MOCA
1331 | 0xE988998C00fffeC00B13a47783eF0D228170Ad1f | 9,620.28 $MOCA
1332 | 0x38D276bFF47FdC50c4d13218CC137FD22E708C8D | 9,620.28 $MOCA
1333 | 0x8b9F8a0330C67DcceEc401A76df6506145c48A47 | 9,620.28 $MOCA
1334 | 0x6FBA07c0c2CF2CeD85277dff404421e204e40B0b | 9,610.53 $MOCA
1335 | 0xA1AAE005D9971b688C5fBF7d8B277B4C311f2c48 | 9,542.78 $MOCA
1336 | 0x1F777985ecafaDC3E6a683eE7D55e10503ddd4A1 | 9,539.25 $MOCA
1337 | 0xA7be39AcB8125bCb5A1B372De0ED0A40ecEc871a | 9,531.54 $MOCA
1338 | 0x566f827A4988d4A3eb9DA469d8d3D0b536dA196e | 9,489.28 $MOCA
1339 | 0xF4A0156771350b2b47395fdB892a37D1E9be297c | 9,471.29 $MOCA
1340 | 0x19e4E642d956a3b3c0023972D1374898c3c102C4 | 9,465.11 $MOCA
1341 | 0x1E4Cfc9d97D49caB02a9cd42d87C873Bb304EB05 | 9,434.40 $MOCA
1342 | 0x8F8E40013E884d96d58e5f1c4F76B0BA3ef20A90 | 9,415.41 $MOCA
1343 | 0x0DCF0D91d3c02C41254b17050E7F117611223286 | 9,415.41 $MOCA
1344 | 0x96e4Ba2EbD52E902102c0C824f36F9120634A3fF | 9,414.85 $MOCA
1345 | 0x940460C6A033f914Eb9410B1d61B7DFD81666b00 | 9,414.62 $MOCA
1346 | 0x6E40d537255c463722AD09a7d711Fb9E2F49C68e | 9,414.46 $MOCA
1347 | 0xD8d5D5b279aDfBb252131813cfADb45baCE41da7 | 9,414.40 $MOCA
1348 | 0xDb42c5c1Bc84e6434df50b39F37d4303d1B16ac2 | 9,414.33 $MOCA
1349 | 0xd41c710c2B26a1c7a7460ba7Ffd6e1bf7e9AB60F | 9,414.31 $MOCA
1350 | 0xA203a2D9C724c17a59A8013AD3218D512F7aC0bb | 9,414.24 $MOCA
1351 | 0x9086f6c4b7B7Bd65225246477a7cE8068Cec6Dd6 | 9,414.09 $MOCA
1352 | 0x3FcEf5846E5bC1899da62d1e489A8fe1d42414a3 | 9,413.97 $MOCA
1353 | 0x0146181fA7887a422120455Fa12b515FeDe70BfE | 9,413.73 $MOCA
1354 | 0x83b8b198F96cF0ec213D61d035AF191eDb540725 | 9,413.61 $MOCA
1355 | 0x864B6E3C53474498fEb1936FB04f4Bf085E26eF6 | 9,413.46 $MOCA
1356 | 0x800F50eCa488F305e0a011bF0C674540c9c3911B | 9,413.19 $MOCA
1357 | 0x36895E4201a4F98665083636cbcb30428c2D6D63 | 9,413.03 $MOCA
1358 | 0x155d67805D95C3489bcb19f550599f115D5EDB3A | 9,412.88 $MOCA
1359 | 0xff130552c02A55Bc5ED2D225B98acA3b41Fa0673 | 9,412.30 $MOCA
1360 | 0x95fD504F4A8E94eFa1c2071d5C5bBB108e7aeB85 | 9,412.19 $MOCA
1361 | 0x53e6fe98bF3FeaCb2C8CfFAe283FC3B24cB0be28 | 9,412.16 $MOCA
1362 | 0xBBEf9D404091262D004EC95Cda2391729550d48A | 9,412.01 $MOCA
1363 | 0x71F00bAf3C76403A4d1b0a8f5141f8Ad0d744614 | 9,411.81 $MOCA
1364 | 0x9D061c352a654EAB7DE955F32733a41315C28C78 | 9,411.63 $MOCA
1365 | 0x6d1d893Dd3016F5d717f879ca8dB01152C595581 | 9,411.47 $MOCA
1366 | 0x7f81906AC98c81FA7ab41ed19598B7DED1A5681F | 9,411.33 $MOCA
1367 | 0xEe9Ae812E9e15B671F51281e7095b1593d82f0Ce | 9,411.25 $MOCA
1368 | 0xdd784Baa7C0A4d519f043715284a9Db10abCc539 | 9,411.25 $MOCA
1369 | 0x637f6cD437260C3f59233eB408F0A3E01788c812 | 9,411.23 $MOCA
1370 | 0x4F046899C97Da5c062168f8E40046518Ac3B5BEE | 9,411.09 $MOCA
1371 | 0x714480D1C0019F7B943C9924F9882f6C87648308 | 9,410.98 $MOCA
1372 | 0x6B5Bf95008840FAf2D6C8051b5F0188475d59917 | 9,401.65 $MOCA
1373 | 0x7acC5af8daEc54b6a8D4e5F9989e32078ec0b506 | 9,390.89 $MOCA
1374 | 0xd3f0931943210167F5DC8e855034a2d2723283Bd | 9,380.63 $MOCA
1375 | 0xC1ff90b1A45b65C65A6694eef655AE33Bd76cb74 | 9,358.09 $MOCA
1376 | 0xe2d346DEaC3ADec319Ab9b6Db8625971d1DcdD45 | 9,311.95 $MOCA
1377 | 0xdBb2e4B1538267D13e0d23E35EEBF0dC628c2C8F | 9,300.22 $MOCA
1378 | 0xFCEEbf03095709E0F06Ab48AddCacc19ccf044b7 | 9,299.69 $MOCA
1379 | 0x93DEF91f3dE713b47D2ECF3Af7818B7E7fA02053 | 9,299.21 $MOCA
1380 | 0x96f145b1e322452F9152413d078b3E33bDbEac21 | 9,298.64 $MOCA
1381 | 0x390348a5739B689FaC59De9Bd5B3508E3960545e | 9,290.00 $MOCA
1382 | 0x8F71598f9795510f80b78eA668Fba83497e61713 | 9,268.97 $MOCA
1383 | 0x2a9AFba899879B03F08236f8F4037D948123A717 | 9,224.00 $MOCA
1384 | 0xa6DB377470e7266bF22E84b9D96D9f9e818Db3b5 | 9,204.37 $MOCA
1385 | 0x64023DA595c3aC58BC01a2Dfb39803bDeCC1493C | 9,203.33 $MOCA
1386 | 0x540f3820cb45F5F395443914f0c59A66B156376E | 9,168.46 $MOCA
1387 | 0x363b28850324991aB4f8CB7c2D292ad36e7919D2 | 9,035.71 $MOCA
1388 | 0x3449126692D69Aba2600819f2F93166C3628B6A6 | 9,007.65 $MOCA
1389 | 0xC32884CB2940AD09664a25AA849b95D96557bc5d | 9,002.00 $MOCA
1390 | 0xe151E8BE121864EDDB83E7D0484b87596cAD2fA5 | 9,000.08 $MOCA
1391 | 0xB59532B2854928a56dEbc41A9ED50780d591E99d | 8,988.00 $MOCA
1392 | 0xb6fE388797F2aC3a85A06e2b8f79408EcA561fB0 | 8,983.84 $MOCA
1393 | 0x031A9d3B2c47A3E3a06B335bA32A785a3e1fEF29 | 8,981.38 $MOCA
1394 | 0x3932c595ffc383bcee6C00Da09dF9389188A8d1A | 8,861.90 $MOCA
1395 | 0x5665785813011A5c37c10972f8d3D463441637C3 | 8,847.64 $MOCA
1396 | 0xe99284ca6742f3d539dA5E7407997744059BD620 | 8,732.01 $MOCA
1397 | 0xd05EA473eaC0f92c539aF245B4f093f972949EbE | 8,629.91 $MOCA
1398 | 0x9Ebd09884FFC5D32b59a69dF215c389410D592C3 | 8,628.32 $MOCA
1399 | 0x829f5E19F89Af86E0AA3a1b4b95c279797167985 | 8,597.37 $MOCA
1400 | 0x15dE2CAE531db204d08bB0A4E3b2ED528F39268A | 8,586.96 $MOCA
1401 | 0x94C77790a3F91851ED749D29eE8B60D6ADb472B8 | 8,583.45 $MOCA
1402 | 0x1fcA05734c95d25d15Bc30Ab225A42F0b13d584A | 8,568.59 $MOCA
1403 | 0x8D8e3C265e971976944444aa2896dD23D3D3486F | 8,542.82 $MOCA
1404 | 0x12079a25DC6ea1e0CB7E8Fbf9B1b2890EbfDb315 | 8,528.53 $MOCA
1405 | 0xf0feBC2E4eea1a30098a32E34eBa0Ef17F62Ce7e | 8,499.98 $MOCA
1406 | 0x3c1039F91726C25cB859782b1Caa9eAfD6BF0E63 | 8,488.87 $MOCA
1407 | 0x9c692Cd3263ee929312F13aB20F0c9bfE640185B | 8,350.99 $MOCA
1408 | 0xf1eA7da47c30aCDa97b8fF2f74D54A7A3f21e301 | 8,315.20 $MOCA
1409 | 0x2F96Cc7335f2575b6907514286125e982588682D | 8,289.47 $MOCA
1410 | 0xC06e132e026E9d0338B7CD0432adb91bE6D4CD1D | 8,219.83 $MOCA
1411 | 0x1Bcb4DE155F2405DDD262Dacf347A84154364e81 | 8,167.91 $MOCA
1412 | 0x9eC44Dd4b69f62233393cd1aBc39D9dD83517fD4 | 8,164.60 $MOCA
